y,x,group
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
400,28,D
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
500,34,A
