x,y,group
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
26,26,F
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
27,30,G
